organism,MAG,12C,13C,GC,shift,M_light,M_HeavyMax,M_Lab,EAF,MAG_taxa_combined,contig_taxa,taxa
day7_DO_0_12C_cell_enriched_000000077751,day7-DO-0-12C-cell-enriched_bin_42,1.698804258050396,1.6975111497110598,0.4578,-0.0012931083393361575,307.91806879999996,317.66431503004,307.68368545612105,-0.023781340358591155,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000077765,day7-DO-0-12C-cell-enriched_bin_51,1.7085415356571723,1.7096987723444728,0.6453,0.0011572366873005002,308.0110688,317.66380349253996,308.21969217933906,0.02137270877874611,F_JAIOPI01 (NCBI: P_Lentisphaerae),,F_JAIOPI01 (NCBI: P_Lentisphaerae)
day7_DO_0_12C_cell_enriched_000000077787,day7-DO-0-12C-cell-enriched_bin_3,1.7032419030284154,1.7059931293296717,0.5446,0.0027512263012563487,307.96112159999996,317.66407822227995,308.4585675212187,0.050697757099671927,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000077863,day7-DO-0-12C-cell-enriched_bin_28,1.7010274476841827,1.699285504556761,0.4706,-0.0017419431274217079,307.92441759999997,317.66428010908,307.6090865195204,-0.032015546129455674,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000078002,day7-DO-0-12C-cell-enriched_bin_28,1.7021252498967563,1.702818185550794,0.5228,0.0006929356540377185,307.95030879999996,317.66413769703996,308.07567545480543,0.012762582137313325,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000078083,day7-DO-0-12C-cell-enriched_bin_42,1.6985822706772433,1.6976755162680703,0.4471,-0.0009067544091729829,307.91276159999995,317.66434422177997,307.7483884877632,-0.016668734735162536,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000078158,unbinned,1.7121214927979533,1.7102991837791204,0.642,-0.0018223090188329572,308.00943199999995,317.6638124955999,307.68159991087526,-0.03357948352185736,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000078178,,,,,,,,,,,S_Marinobacter salarius,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000078428,day7-DO-0-12C-cell-enriched_bin_51,1.7087826272737827,1.710715444474081,0.6673,0.0019328172002983646,308.0219808,317.66374347213997,308.37038683658875,0.03573355261395586,F_JAIOPI01 (NCBI: P_Lentisphaerae),,F_JAIOPI01 (NCBI: P_Lentisphaerae)
day7_DO_0_12C_cell_enriched_000000078732,day7-DO-0-12C-cell-enriched_bin_42,1.697192626593675,1.6959781307618231,0.45840000000000003,-0.0012144958318518473,307.91836639999997,317.66431339312,307.6980227768404,-0.022357508434988745,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000078755,day7-DO-0-12C-cell-enriched_bin_3,1.7030325921048912,1.7052440576397623,0.5392,0.00221146553487106,307.9584432,317.66409295456,308.358341291479,0.04074475196617822,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000078823,day7-DO-0-12C-cell-enriched_bin_42,1.6984130238174655,1.6980709709208153,0.4363,-0.00034205289665023564,307.9074048,317.66437368634,307.84539360588235,-0.006284954475028377,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000078831,day7-DO-0-12C-cell-enriched_bin_3,1.702294167161981,1.7035176066626223,0.4903,0.00122343950064141,307.93418879999996,317.66422636353997,308.155501224987,0.022492526555865366,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000078840,unbinned,1.7030860445637805,1.7041432291801197,0.5181,0.0010571846163391907,307.9479776,317.66415051958,308.1391352139037,0.019455541701514614,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000079048,,,,,,,,,,,S_Cutibacterium acnes,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000079069,day7-DO-0-12C-cell-enriched_bin_28,1.7008683054334952,1.7007642505610925,0.49119999999999997,-0.0001040548724027257,307.9346352,317.66422390816,307.9157965285569,-0.0019147088811327427,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000079238,,,,,,,,,,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000079393,,,,,,,,,,,S_Marinobacter salarius,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000079550,unbinned,1.6959404968463982,1.7081399757155284,0.41159999999999997,0.012199478869130198,307.89515359999996,317.66444107288,310.10994853368743,0.22419070045610337,,S_Thiomicrorhabdus sp.,S_Thiomicrorhabdus sp.
day7_DO_0_12C_cell_enriched_000000079660,day7-DO-0-12C-cell-enriched_bin_31,1.6960871001287114,1.7078035919934602,0.37170000000000003,0.011716491864748768,307.8753632,317.66454992805996,310.0021520824905,0.21484474257288666,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000079796,day7-DO-0-12C-cell-enriched_bin_42,1.697475400673936,1.6972086335616465,0.44020000000000004,-0.0002667671122895676,307.9093392,317.66436304636,307.8609496414634,-0.00490535323616261,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000079927,,,,,,,,,,,S_Cutibacterium acnes,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000079961,day7-DO-0-12C-cell-enriched_bin_9,1.6954660279075975,1.6929046840144668,0.37770000000000004,-0.0025613438931306742,307.87833919999997,317.66453355885994,307.41322678196445,-0.046999264320026095,F_JAAYUY01 (NCBI: P_Bacteroidetes),,F_JAAYUY01 (NCBI: P_Bacteroidetes)
day7_DO_0_12C_cell_enriched_000000080109,day7-DO-0-12C-cell-enriched_bin_3,1.7031096854657033,1.7042143157164076,0.5297,0.001104630250704286,307.9537312,317.66411887246,308.1534687801476,0.020340900580497423,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000080169,day7-DO-0-12C-cell-enriched_bin_42,1.6978625131237033,1.696917106301994,0.4329,-0.0009454068217091827,307.90571839999996,317.66438296222,307.7342697907229,-0.017373628806659023,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000080225,day7-DO-0-12C-cell-enriched_bin_42,1.6978272856509287,1.6973925695205958,0.45799999999999996,-0.0004347161303328573,307.918168,317.6643144844,307.83932782845636,-0.007999476887091777,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000080807,day7-DO-0-12C-cell-enriched_bin_42,1.6980293907967967,1.6975918644105517,0.4692,-0.00043752638624505735,307.9237232,317.66428392856,307.84438137318534,-0.00805499359212691,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000080945,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000080996,day7-DO-0-12C-cell-enriched_bin_42,1.6973177111574076,1.6967875948903663,0.4132,-0.0005301162670412474,307.89594719999997,317.66443670776,307.7997833238477,-0.009734900298643786,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000081097,unbinned,1.7033206040739848,1.7055196940441295,0.5442,0.0021990899701447297,307.96092319999997,317.66407931355997,308.3585193869925,0.04052062672746939,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000081231,day7-DO-0-12C-cell-enriched_bin_28,1.7023763147703541,1.703659496494614,0.5366,0.0012831817242597854,307.95715359999997,317.66410004787997,308.1892791223807,0.023647608257357074,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000081396,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000081416,day7-DO-0-12C-cell-enriched_bin_31,1.6964720563824058,1.7081600324932873,0.38770000000000004,0.01168797611088146,307.88329919999995,317.66450627686,310.00448512372367,0.21445355253856055,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000081571,day7-DO-0-12C-cell-enriched_bin_3,1.702545006768997,1.7034488660115015,0.528,0.0009038592425045788,307.952888,317.6641235104,308.1163762267242,0.016647880841176146,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000081979,day7-DO-0-12C-cell-enriched_bin_42,1.6972289608661404,1.6969720548199443,0.41509999999999997,-0.0002569060461961037,307.89688959999995,317.66443152418,307.85028388305363,-0.004718466447083304,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000082017,day7-DO-0-12C-cell-enriched_bin_3,1.7018811188094523,1.7010035651315687,0.48210000000000003,-0.000877553677883558,307.93012159999995,317.66424873477996,307.77134129052087,-0.01613045403132585,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000082152,day7-DO-0-12C-cell-enriched_bin_16,1.7080300256320116,1.7093118130464824,0.6192,0.0012817874144708252,307.99812319999995,317.66387469855994,308.22925972106447,0.02364721002825751,G_Luteolibacter (NCBI: F_Akkermansiaceae),,G_Luteolibacter (NCBI: F_Akkermansiaceae)
day7_DO_0_12C_cell_enriched_000000082200,,,,,,,,,,,S_Cutibacterium acnes,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000082419,day7-DO-0-12C-cell-enriched_bin_28,1.7015348866144397,1.7056315047091553,0.5552,0.0040966180947155095,307.96637919999995,317.66404930335995,308.70783954355187,0.07560795363397815,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000082493,day7-DO-0-12C-cell-enriched_bin_42,1.6971900347401225,1.6971404969787391,0.4279,-4.953776138338917e-05,307.90323839999996,317.66439660322,307.89425128786706,-0.0009104702733124633,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000082612,day7-DO-0-12C-cell-enriched_bin_31,1.6964643853302381,1.7082624728165183,0.377,0.011798087486280195,307.87799199999995,317.6645354686,310.01913419910903,0.21635311049392858,G_Thiomicrorhabdus,S_Thiomicrorhabdus sp.,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000082637,unbinned,1.7114096176722475,1.7051725952606676,0.3638,-0.006237022411579973,307.87144479999995,317.6645714808399,306.7494450862699,-0.11329698050592722,,S_Homo sapiens,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000082819,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000082850,day7-DO-0-12C-cell-enriched_bin_46,1.6963267236007125,1.707720502180598,0.3825,0.011393778579885439,307.88072,317.6645204635,309.9486734808304,0.20901629248836887,G_CAITKP01 (NCBI: F_Helicobacteraceae),,G_CAITKP01 (NCBI: F_Helicobacteraceae)
day7_DO_0_12C_cell_enriched_000000082901,,,,,,,,,,,S_Cutibacterium acnes,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000082986,,,,,,,,,,,S_Cutibacterium acnes,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000082997,day7-DO-0-12C-cell-enriched_bin_40,1.6965876626228897,1.6947109888871381,0.4011,-0.0018766737357516217,307.8899456,317.66446971898,307.54937435388103,-0.03445556038780329,O_Zapsychrales (NCBI: P_Candidatus Omnitrophica),,O_Zapsychrales (NCBI: P_Candidatus Omnitrophica)
day7_DO_0_12C_cell_enriched_000000083018,day7-DO-0-12C-cell-enriched_bin_42,1.6970824237870503,1.6959513622593159,0.39909999999999995,-0.001131061527734456,307.8889536,317.66447517538,307.6837535782743,-0.02075794828986891,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000083283,day7-DO-0-12C-cell-enriched_bin_28,1.7026104992796292,1.7021527932011498,0.5478000000000001,-0.0004577060784793918,307.9627088,317.66406949203997,307.8799203972371,-0.008438860620696249,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000083370,day7-DO-0-12C-cell-enriched_bin_28,1.701769720822722,1.703037220892221,0.48719999999999997,0.0012675000694990501,307.93265119999995,317.66423482095996,308.1620034161202,0.023305927117558096,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000083690,day7-DO-0-12C-cell-enriched_bin_28,1.7021168667337905,1.7028875810380817,0.5152,0.000770714304291209,307.94653919999996,317.66415843135997,308.0859766307411,0.014189479204060782,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000083733,,,,,,,,,,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000083879,unbinned,1.703470848160459,1.7046315897791773,0.5268999999999999,0.001160741618718264,307.95234239999996,317.66412651141997,308.16218050834885,0.021366446747754286,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000083977,day7-DO-0-12C-cell-enriched_bin_42,1.6974588685785763,1.6965405011742898,0.4213,-0.0009183674042865242,307.89996479999996,317.66441460934,307.73338327234853,-0.01687042505832678,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000084107,day7-DO-0-12C-cell-enriched_bin_31,1.696208620923878,1.7079686436837123,0.3696,0.011760022759834232,307.8743216,317.66455565727995,310.00885209614404,0.21560372065939118,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000084402,day7-DO-0-12C-cell-enriched_bin_31,1.696403151104374,1.7081683265715353,0.3804,0.01176517546716127,307.8796784,317.66452619272,310.01493642330126,0.21579593022205135,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000084412,day7-DO-0-12C-cell-enriched_bin_16,1.7084955893607026,1.709293233553596,0.631,0.0007976441928934097,308.00397599999997,317.66384250579995,308.1477736102334,0.01472066758375281,G_Luteolibacter (NCBI: F_Akkermansiaceae),,G_Luteolibacter (NCBI: F_Akkermansiaceae)
day7_DO_0_12C_cell_enriched_000000084675,day7-DO-0-12C-cell-enriched_bin_31,1.6960586736398557,1.7077569247757673,0.3724,0.011698251135911608,307.87571039999995,317.6645480183199,309.9992261927508,0.21452175083296787,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000084796,day7-DO-0-12C-cell-enriched_bin_31,1.6965787494545332,1.7084914277878784,0.39399999999999996,0.011912678333345195,307.886424,317.6644890892,310.04827586422687,0.21863514237205672,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000084811,day7-DO-0-12C-cell-enriched_bin_3,1.7016375653292757,1.7032188166726818,0.46299999999999997,0.0015812513434061426,307.92064799999997,317.6643008434,308.20678410103176,0.029040080429781734,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000084988,unbinned,1.70382808657643,1.7050482381795853,0.5357,0.0012201516031553616,307.9567072,317.66410250326,308.17724228388136,0.022465802456758596,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000084998,day7-DO-0-12C-cell-enriched_bin_14,1.6967343728733262,1.694694678883227,0.4307,-0.0020396939900992894,307.9046272,317.66438896426,307.53448604669734,-0.03750378661915287,G_UBA6244 (NCBI: O_Bacteroidales),,G_UBA6244 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000085439,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000085663,,,,,,,,,,,S_Cutibacterium acnes,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000085675,day7-DO-0-12C-cell-enriched_bin_28,1.7020913095004677,1.7021061527775223,0.5077,1.48432770545881e-05,307.9428192,317.66417889286,307.94550464969166,0.0002731724956603222,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000085792,,,,,,,,,,,S_Marinobacter salarius,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000086020,,,,,,,,,,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000086734,day7-DO-0-12C-cell-enriched_bin_28,1.7018537417641486,1.7013823794453626,0.5006,-0.0004713623187859728,307.9392976,317.66419826308,307.8540076730221,-0.008672803978738469,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000086884,day7-DO-0-12C-cell-enriched_bin_42,1.6965974146675813,1.6949856091214999,0.415,-0.001611805546081424,307.89684,317.664431797,307.6043311054075,-0.029614099896835347,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000087182,day7-DO-0-12C-cell-enriched_bin_42,1.696892759285474,1.696317531854933,0.41369999999999996,-0.0005752274305408367,307.89619519999997,317.66443534366,307.7918218763064,-0.010566232131840146,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000087268,day7-DO-0-12C-cell-enriched_bin_42,1.6985223953092494,1.697385362834623,0.45880000000000004,-0.001137032474626487,307.91856479999996,317.66431230183997,307.71243657426396,-0.02091554914908447,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000087788,unbinned,1.7045807124862637,1.7058434060543752,0.5660000000000001,0.0012626935681114837,307.97173599999996,317.66401983879996,308.1998706535008,0.023276200913924714,,S_Chlorobium phaeovibrioides,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000087915,day7-DO-0-12C-cell-enriched_bin_3,1.702148124553555,1.7017234291515009,0.5021,-0.0004246954020541427,307.9400416,317.66419417078,307.86320885090527,-0.007813427203956728,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000087978,day7-DO-0-12C-cell-enriched_bin_14,1.6956171065510088,1.6966706858279033,0.39740000000000003,0.001053579276894423,307.88811039999996,317.66447981332,308.07941805516947,0.019350923985747233,G_UBA6244 (NCBI: O_Bacteroidales),,G_UBA6244 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000088293,day7-DO-0-12C-cell-enriched_bin_46,1.6963388396753496,1.7077307984946486,0.3824,0.011391958819298997,307.8806704,317.66452073632,309.94827849598994,0.20898031779231846,G_CAITKP01 (NCBI: F_Helicobacteraceae),,G_CAITKP01 (NCBI: F_Helicobacteraceae)
day7_DO_0_12C_cell_enriched_000000088316,day7-DO-0-12C-cell-enriched_bin_28,1.6994485605489733,1.6982332885316245,0.4321,-0.001215272017348834,307.9053216,317.66438514478,307.6851391655211,-0.0223111258173144,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000088330,day7-DO-0-12C-cell-enriched_bin_46,1.6961337294316365,1.7072491360013275,0.36560000000000004,0.011115406569691011,307.8723376,317.66456657007996,309.889941604097,0.2037517432129503,G_CAITKP01 (NCBI: F_Helicobacteraceae),,G_CAITKP01 (NCBI: F_Helicobacteraceae)
day7_DO_0_12C_cell_enriched_000000088801,unbinned,1.7071751490319564,1.70814357079952,0.5829,0.0009684217675636209,307.9801184,317.66397373222,308.154824932487,0.01784053250671978,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000089016,,,,,,,,,,,ST_Desulfocapsa sulfexigens DSM 10523,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000089024,day7-DO-0-12C-cell-enriched_bin_28,1.7031779681181625,1.7030417649079577,0.5259,-0.00013620321020479942,307.95184639999997,317.66412923961997,307.9272194785312,-0.002507470117240495,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000089035,day7-DO-0-12C-cell-enriched_bin_31,1.6966476645976867,1.7086024872013392,0.39399999999999996,0.011954822603652548,307.886424,317.6644890892,310.0558358689432,0.21939971034955552,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000089143,day7-DO-0-12C-cell-enriched_bin_51,1.7082149966934495,1.709255820052757,0.6329,0.0010408233593075522,308.00491839999995,317.66383732221993,308.19258723236175,0.01921368176504179,F_JAIOPI01 (NCBI: P_Lentisphaerae),,F_JAIOPI01 (NCBI: P_Lentisphaerae)
day7_DO_0_12C_cell_enriched_000000089410,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day7_DO_0_12C_cell_enriched_000000089441,day7-DO-0-12C-cell-enriched_bin_31,1.696209592044673,1.7078311668807369,0.3736,0.011621574836063964,307.87630559999997,317.66454474447994,309.9857191669096,0.21311014539566148,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000089479,day7-DO-0-12C-cell-enriched_bin_31,1.695814656428091,1.7076675671136252,0.36329999999999996,0.01185291068553429,307.87119679999995,317.6645728449399,310.02306509792186,0.2172852362162004,G_Thiomicrorhabdus,,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000089524,,,,,,,,,,,S_Marinobacter salarius,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000089694,day7-DO-0-12C-cell-enriched_bin_3,1.7033386371712531,1.704140134549282,0.5452,0.0008014973780288148,307.96141919999997,317.66407658535996,308.106328887737,0.014769088279146629,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000089946,day7-DO-0-12C-cell-enriched_bin_42,1.6968820171360846,1.6960311174935916,0.4193,-0.0008508996424929638,307.89897279999997,317.66442006574,307.74457719486435,-0.015634707358099926,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales),,S_UBA6244 sp002440885 (NCBI: O_Bacteroidales)
day7_DO_0_12C_cell_enriched_000000089982,unbinned,1.70171934632638,1.7024201150578824,0.49,0.000700768731502377,307.93404,317.664227182,308.060847365188,0.012887546514172352,,NR_cellular organisms,NR_cellular organisms
day7_DO_0_12C_cell_enriched_000000090078,day7-DO-0-12C-cell-enriched_bin_28,1.702153225147061,1.701443122368246,0.4968,-0.0007101027788150027,307.93741279999995,317.66420863023995,307.8089477421545,-0.013060571430343035,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000090246,,,,,,,,,,,NR_unclassified Synechococcus,NR_Synechococcus
day7_DO_0_12C_cell_enriched_000000090276,unbinned,1.7077672324814186,1.7099947108690823,0.6154999999999999,0.002227478387663684,307.996288,317.6638847929,308.3980143371448,0.041092137997367086,,NR_unclassified Synechococcus,NR_Synechococcus
day7_DO_0_12C_cell_enriched_000000090468,day7-DO-0-12C-cell-enriched_bin_3,1.7019668739507476,1.702508436124256,0.48710000000000003,0.0005415621735083143,307.9326016,317.66423509378,308.03058508696967,0.009956669883821679,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000090512,day7-DO-0-12C-cell-enriched_bin_28,1.7017888532061385,1.7011425210793316,0.48619999999999997,-0.00064633212680687,307.93215519999995,317.66423754915996,307.81520388467806,-0.011883552724159767,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000090837,day7-DO-0-12C-cell-enriched_bin_3,1.702930837319763,1.7058574656798577,0.5402,0.0029266283600948295,307.9589392,317.66409022636,308.48819226504276,0.053927221627874965,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000091053,day7-DO-0-12C-cell-enriched_bin_3,1.7035038195048189,1.7044942804882943,0.5218,0.0009904609834754385,307.94981279999996,317.66414042523996,308.1288627504342,0.018226715747007592,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000091145,day7-DO-0-12C-cell-enriched_bin_3,1.7021911131373135,1.7029045539595922,0.4988,0.0007134408222786437,307.9384048,317.66420317384,308.0674712879144,0.01312306235465724,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),,S_M55B182 sp021736525 (NCBI: C_Spirochaetia)
day7_DO_0_12C_cell_enriched_000000091317,day7-DO-0-12C-cell-enriched_bin_28,1.7020019530131232,1.7021440649367217,0.5089,0.0001421119235984758,307.9434144,317.66417561902,307.969126727123,0.002615700837215044,G_NaphS2 (NCBI: C_Deltaproteobacteria),,G_NaphS2 (NCBI: C_Deltaproteobacteria)
day7_DO_0_12C_cell_enriched_000000091490,,,,,,,,,,,S_Synechococcus sp. HK01-R,S_Synechococcus sp. HK01-R
